positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
negative  	{'Negative Emotion': 1.3157894736842106, 'Positive Emotion': 2.6315789473684212, 'liwc:positive': 1, 'UNI_service': 0.013157894736842105, 'UNI_slow': 0.013157894736842105, 'UNI_put': 0.013157894736842105, 'UNI_kindly': 0.013157894736842105, 'UNI_prices': 0.013157894736842105, 'UNI_extremely': 0.013157894736842105, 'UNI_high': 0.013157894736842105, 'UNI_quality': 0.013157894736842105, 'UNI_quantity': 0.013157894736842105, 'UNI_4': 0.039473684210526314, 'UNI_party': 0.013157894736842105, 'UNI_8': 0.013157894736842105, 'UNI_got': 0.05263157894736842, 'UNI_food': 0.039473684210526314, 'UNI_within': 0.013157894736842105, 'UNI_reasonable': 0.013157894736842105, 'UNI_time': 0.013157894736842105, 'UNI_well': 0.013157894736842105, 'UNI_wait': 0.013157894736842105, 'UNI_inquire': 0.013157894736842105, 'UNI_get': 0.013157894736842105, 'UNI_manager': 0.013157894736842105, 'UNI_2': 0.013157894736842105, 'UNI_times': 0.013157894736842105, 'UNI_finally': 0.02631578947368421, 'UNI_3': 0.013157894736842105, 'UNI_minutes': 0.013157894736842105, 'UNI_previous': 0.013157894736842105, 'UNI_arrived': 0.013157894736842105, 'UNI_our': 0.013157894736842105, 'UNI_drinks': 0.013157894736842105, 'UNI_never': 0.013157894736842105, 'UNI_checked': 0.013157894736842105, 'UNI_refreshed': 0.013157894736842105, 'UNI_the': 0.013157894736842105, 'UNI_exotic': 0.02631578947368421, 'UNI_game': 0.013157894736842105, 'UNI_i': 0.05263157894736842, 'UNI_think': 0.013157894736842105, 'UNI_must': 0.013157894736842105, 'UNI_prepared': 0.013157894736842105, 'UNI_cook': 0.013157894736842105, 'UNI_also': 0.013157894736842105, 'UNI_tough': 0.013157894736842105, 'UNI_appetizing': 0.013157894736842105, 'UNI_recommend': 0.02631578947368421, 'UNI_restaurant': 0.02631578947368421, 'UNI_anyone': 0.013157894736842105, 'UNI_traveling': 0.013157894736842105, 'UNI_dallas': 0.013157894736842105, "UNI_n't": 0.013157894736842105, 'UNI_see': 0.013157894736842105, 'UNI_open': 0.013157894736842105, 'UNI_year': 0.013157894736842105, 'UNI_business': 0.013157894736842105, 'UNI_certainly': 0.013157894736842105, 'UNI_due': 0.013157894736842105, 'UNI_return': 0.013157894736842105, 'UNI_customers': 0.013157894736842105, 'UNI_mcdonalds': 0.013157894736842105, 'UNI_lousy': 0.013157894736842105, 'UNI_anyday': 0.013157894736842105}
negative  	{'Negative Emotion': 1.639344262295082, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_the': 0.03278688524590164, 'UNI_food': 0.01639344262295082, 'UNI_typhoon': 0.03278688524590164, 'UNI_i': 0.06557377049180328, 'UNI_found': 0.01639344262295082, 'UNI_extremely': 0.01639344262295082, 'UNI_hit': 0.01639344262295082, 'UNI_miss': 0.01639344262295082, 'UNI_waiters': 0.01639344262295082, "UNI_n't": 0.01639344262295082, 'UNI_offer': 0.01639344262295082, 'UNI_insight': 0.01639344262295082, 'UNI_favorite': 0.01639344262295082, 'UNI_dishes': 0.01639344262295082, 'UNI_often': 0.01639344262295082, 'UNI_leave': 0.01639344262295082, 'UNI_wondering': 0.01639344262295082, 'UNI_what': 0.01639344262295082, 'UNI_order': 0.01639344262295082, 'UNI_as': 0.01639344262295082, 'UNI_far': 0.01639344262295082, 'UNI_atmoshpere': 0.01639344262295082, 'UNI_lack': 0.01639344262295082, 'UNI_concerned': 0.01639344262295082, 'UNI_sum': 0.01639344262295082, 'UNI_saying': 0.01639344262295082, 'UNI_could': 0.01639344262295082, 'UNI_never': 0.01639344262295082, 'UNI_impressed': 0.01639344262295082, 'UNI_restaurant': 0.01639344262295082, 'UNI_one': 0.03278688524590164, 'UNI_person': 0.01639344262295082, 'UNI_bathroom': 0.01639344262295082, 'UNI_huge': 0.01639344262295082, 'UNI_vacuum': 0.01639344262295082, 'UNI_hurdle': 0.01639344262295082, 'UNI_use': 0.01639344262295082, 'UNI_facilities': 0.01639344262295082, 'UNI_this': 0.01639344262295082, 'UNI_trendy': 0.01639344262295082, 'UNI_area': 0.01639344262295082, 'UNI_would': 0.03278688524590164, 'UNI_think': 0.01639344262295082, 'UNI_least': 0.01639344262295082, 'UNI_attempt': 0.01639344262295082, 'UNI_keep': 0.01639344262295082, 'UNI_competitors': 0.01639344262295082, 'UNI_if': 0.01639344262295082, 'UNI_way': 0.01639344262295082, 'UNI_hungry': 0.01639344262295082, 'UNI_thai': 0.01639344262295082, 'UNI_orchid': 0.01639344262295082, 'UNI_street': 0.01639344262295082, 'UNI_head': 0.01639344262295082}
negative  	{'Negative Emotion': 3.125, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_mid': 0.03225806451612903, 'UNI_afternoon': 0.03225806451612903, 'UNI_visit': 0.03225806451612903, 'UNI_march': 0.03225806451612903, 'UNI_saturday': 0.03225806451612903, 'UNI_2/3': 0.03225806451612903, 'UNI_tables': 0.03225806451612903, 'UNI_full': 0.03225806451612903, 'UNI_service': 0.03225806451612903, 'UNI_lousy': 0.03225806451612903, 'UNI_food': 0.03225806451612903, 'UNI_worse-': 0.03225806451612903, 'UNI_there': 0.03225806451612903, 'UNI_table': 0.03225806451612903, 'UNI_real': 0.03225806451612903, 'UNI_dog': 0.03225806451612903, 'UNI_sitting': 0.03225806451612903, 'UNI_chair': 0.03225806451612903, 'UNI_eating': 0.03225806451612903, 'UNI_plate': 0.03225806451612903, 'UNI_the': 0.06451612903225806, 'UNI_wait': 0.03225806451612903, 'UNI_staff': 0.03225806451612903, 'UNI_petting': 0.03225806451612903, 'UNI_instead': 0.03225806451612903, 'UNI_attending': 0.03225806451612903, 'UNI_tables-': 0.03225806451612903, 'UNI_health': 0.03225806451612903, 'UNI_dept': 0.03225806451612903, 'UNI_notified': 0.03225806451612903}
negative  	{'Negative Emotion': 2.0618556701030926, 'Positive Emotion': 4.123711340206185, 'liwc:positive': 1, 'UNI_i': 0.08421052631578947, 'UNI_multiple': 0.010526315789473684, 'UNI_times': 0.010526315789473684, 'UNI_enjoyed': 0.010526315789473684, 'UNI_great': 0.010526315789473684, 'UNI_burgers': 0.021052631578947368, 'UNI_cozy': 0.010526315789473684, 'UNI_low': 0.010526315789473684, 'UNI_key': 0.010526315789473684, 'UNI_atmosphere': 0.010526315789473684, 'UNI_while': 0.010526315789473684, 'UNI_pregnant': 0.021052631578947368, 'UNI_huge': 0.010526315789473684, 'UNI_craving': 0.010526315789473684, 'UNI_one': 0.021052631578947368, 'UNI_drove': 0.010526315789473684, 'UNI_45': 0.010526315789473684, 'UNI_mins': 0.010526315789473684, 'UNI_waited': 0.010526315789473684, 'UNI_open': 0.010526315789473684, 'UNI_get': 0.010526315789473684, 'UNI_you': 0.010526315789473684, 'UNI_ca': 0.010526315789473684, "UNI_n't": 0.021052631578947368, 'UNI_eat': 0.010526315789473684, 'UNI_blue': 0.010526315789473684, 'UNI_cheese': 0.010526315789473684, 'UNI_preggy': 0.010526315789473684, 'UNI_listeria': 0.010526315789473684, 'UNI_concern': 0.010526315789473684, 'UNI_asked': 0.010526315789473684, 'UNI_side': 0.021052631578947368, 'UNI_no': 0.010526315789473684, 'UNI_there': 0.010526315789473684, 'UNI_deviation': 0.010526315789473684, 'UNI_burger': 0.010526315789473684, 'UNI_they': 0.010526315789473684, 'UNI_pointed': 0.010526315789473684, 'UNI_substitution': 0.010526315789473684, 'UNI_language': 0.010526315789473684, 'UNI_want': 0.010526315789473684, 'UNI_sub': 0.010526315789473684, 'UNI_put': 0.010526315789473684, 'UNI_anyway': 0.010526315789473684, 'UNI_right': 0.021052631578947368, 'UNI_run': 0.010526315789473684, 'UNI_biz': 0.010526315789473684, 'UNI_w/': 0.010526315789473684, 'UNI_food': 0.010526315789473684, 'UNI_first': 0.010526315789473684, 'UNI_customers': 0.010526315789473684, 'UNI_let': 0.010526315789473684, 'UNI_others': 0.010526315789473684, 'UNI_know': 0.010526315789473684, 'UNI_go': 0.031578947368421054, 'UNI_apple': 0.010526315789473684, 'UNI_pan': 0.010526315789473684, 'UNI_loved': 0.010526315789473684, 'UNI_satisfy': 0.010526315789473684, 'UNI_pregnancy': 0.010526315789473684, 'UNI_cravings': 0.010526315789473684, 'UNI_its': 0.021052631578947368, 'UNI_shame': 0.010526315789473684, 'UNI_b/c': 0.010526315789473684, 'UNI_really': 0.010526315789473684, 'UNI_liked': 0.010526315789473684, 'UNI_place': 0.010526315789473684, 'UNI_way': 0.021052631578947368, 'UNI_back': 0.010526315789473684, 'UNI_goes': 0.010526315789473684, 'UNI_1000x': 0.010526315789473684, 'UNI_protective': 0.010526315789473684, 'UNI_given': 0.010526315789473684, 'UNI_condition': 0.010526315789473684, 'UNI_hubby': 0.010526315789473684, 'UNI_so': 0.010526315789473684, 'UNI_forewarned': 0.010526315789473684, 'UNI_highway': 0.010526315789473684}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 6.666666666666667, 'liwc:positive': 1, 'UNI_my': 0.03333333333333333, 'UNI_friend': 0.03333333333333333, 'UNI_well': 0.03333333333333333, 'UNI_customer': 0.03333333333333333, 'UNI_sat': 0.03333333333333333, 'UNI_next': 0.03333333333333333, 'UNI_us': 0.03333333333333333, 'UNI_returned': 0.03333333333333333, 'UNI_food': 0.03333333333333333, 'UNI_mine': 0.03333333333333333, 'UNI_o.k': 0.03333333333333333, 'UNI_the': 0.03333333333333333, 'UNI_noodles': 0.03333333333333333, 'UNI_taste': 0.03333333333333333, 'UNI_weird': 0.03333333333333333, 'UNI_sauces': 0.03333333333333333, 'UNI_use': 0.03333333333333333, 'UNI_a': 0.03333333333333333, 'UNI_lot': 0.03333333333333333, 'UNI_people': 0.03333333333333333, 'UNI_eat': 0.03333333333333333, 'UNI_though': 0.03333333333333333, 'UNI_i': 0.06666666666666667, 'UNI_fail': 0.03333333333333333, 'UNI_understand': 0.03333333333333333, 'UNI_already': 0.03333333333333333, 'UNI_given': 0.03333333333333333, 'UNI_couple': 0.03333333333333333, 'UNI_chances': 0.03333333333333333}
negative  	{'Negative Emotion': 3.75, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_last': 0.012658227848101266, 'UNI_week': 0.012658227848101266, 'UNI_london': 0.012658227848101266, 'UNI_business': 0.012658227848101266, 'UNI_trip': 0.012658227848101266, 'UNI_meeting': 0.012658227848101266, 'UNI_went': 0.012658227848101266, 'UNI_dinner': 0.012658227848101266, 'UNI_china': 0.02531645569620253, 'UNI_town.we': 0.012658227848101266, 'UNI_need': 0.012658227848101266, 'UNI_wait': 0.012658227848101266, 'UNI_30': 0.012658227848101266, 'UNI_min': 0.012658227848101266, 'UNI_sit': 0.012658227848101266, 'UNI_even': 0.012658227848101266, 'UNI_made': 0.012658227848101266, 'UNI_reservation': 0.012658227848101266, 'UNI_2': 0.02531645569620253, 'UNI_days': 0.012658227848101266, 'UNI_before.the': 0.012658227848101266, 'UNI_reason': 0.012658227848101266, 'UNI_forget': 0.012658227848101266, 'UNI_reservation.after': 0.012658227848101266, 'UNI_seated': 0.012658227848101266, 'UNI_serve': 0.012658227848101266, 'UNI_waiting': 0.0379746835443038, 'UNI_staff': 0.0379746835443038, 'UNI_understand': 0.012658227848101266, 'UNI_english.we': 0.012658227848101266, 'UNI_place': 0.012658227848101266, 'UNI_order': 0.012658227848101266, 'UNI_3': 0.012658227848101266, 'UNI_different': 0.012658227848101266, 'UNI_finally': 0.012658227848101266, 'UNI_brought': 0.012658227848101266, 'UNI_us': 0.0379746835443038, 'UNI_wrong': 0.012658227848101266, 'UNI_order.the': 0.012658227848101266, 'UNI_rude': 0.012658227848101266, 'UNI_especially': 0.012658227848101266, 'UNI_lady': 0.012658227848101266, 'UNI_complait.she': 0.012658227848101266, 'UNI_told': 0.012658227848101266, 'UNI_town': 0.012658227848101266, 'UNI_expected': 0.012658227848101266, 'UNI_the': 0.012658227848101266, 'UNI_dishes': 0.012658227848101266, 'UNI_terrible': 0.012658227848101266, 'UNI_cold': 0.012658227848101266, 'UNI_food': 0.02531645569620253, 'UNI_taste': 0.012658227848101266, 'UNI_definately': 0.012658227848101266, 'UNI_bad.this': 0.012658227848101266, 'UNI_worst': 0.012658227848101266, 'UNI_chinese': 0.012658227848101266, 'UNI_ever': 0.012658227848101266, 'UNI_life.lastly': 0.012658227848101266, 'UNI_pay': 0.012658227848101266, 'UNI_gbp160.00': 0.012658227848101266, 'UNI_bottles': 0.012658227848101266, 'UNI_wine': 0.012658227848101266, 'UNI_5': 0.012658227848101266, 'UNI_dishes.the': 0.012658227848101266, 'UNI_bill': 0.02531645569620253, 'UNI_extremely': 0.012658227848101266, 'UNI_expensive': 0.012658227848101266, 'UNI_refuse': 0.012658227848101266, 'UNI_check': 0.012658227848101266}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 1.9607843137254901, 'liwc:positive': 1, 'UNI_we': 0.02040816326530612, 'UNI_heard': 0.02040816326530612, 'UNI_hype': 0.02040816326530612, 'UNI_place': 0.04081632653061224, 'UNI_told': 0.02040816326530612, 'UNI_french': 0.061224489795918366, 'UNI_ouch': 0.02040816326530612, 'UNI_pastries': 0.04081632653061224, 'UNI_hard': 0.02040816326530612, 'UNI_raw': 0.02040816326530612, 'UNI_apparently': 0.02040816326530612, 'UNI_hours': 0.02040816326530612, 'UNI_earlier': 0.02040816326530612, 'UNI_so-called': 0.02040816326530612, 'UNI_douce': 0.02040816326530612, 'UNI_france': 0.02040816326530612, "UNI_n't": 0.04081632653061224, 'UNI_give': 0.02040816326530612, 'UNI_locals': 0.02040816326530612, 'UNI_anything': 0.02040816326530612, 'UNI_sweet': 0.02040816326530612, 'UNI_name': 0.02040816326530612, 'UNI_suggests': 0.02040816326530612, 'UNI_another': 0.02040816326530612, 'UNI_tourist': 0.02040816326530612, 'UNI_trap': 0.02040816326530612, 'UNI_also': 0.02040816326530612, 'UNI_went': 0.02040816326530612, 'UNI_observe': 0.02040816326530612, 'UNI_conversation': 0.02040816326530612, 'UNI_group': 0.02040816326530612, 'UNI_meeting': 0.02040816326530612, 'UNI_every': 0.02040816326530612, 'UNI_friday': 0.02040816326530612, 'UNI_night': 0.02040816326530612, 'UNI_these': 0.02040816326530612, 'UNI_looked': 0.02040816326530612, 'UNI_like': 0.02040816326530612, 'UNI_people': 0.02040816326530612, 'UNI_avid': 0.02040816326530612, 'UNI_all-french': 0.02040816326530612, 'UNI_things': 0.02040816326530612, 'UNI_obviously': 0.02040816326530612, 'UNI_eat': 0.02040816326530612}
negative  	{'Negative Emotion': 4.545454545454546, 'Positive Emotion': 13.636363636363637, 'liwc:positive': 1, 'UNI_the': 0.023255813953488372, 'UNI_place': 0.023255813953488372, 'UNI_tries': 0.023255813953488372, 'UNI_good': 0.046511627906976744, 'UNI_restaurant': 0.046511627906976744, 'UNI_based': 0.023255813953488372, 'UNI_upon': 0.023255813953488372, 'UNI_atmosphere': 0.023255813953488372, 'UNI_tood': 0.023255813953488372, 'UNI_bad': 0.046511627906976744, 'UNI_food': 0.06976744186046512, "UNI_n't": 0.023255813953488372, 'UNI_everything': 0.023255813953488372, 'UNI_tasted': 0.023255813953488372, 'UNI_like': 0.023255813953488372, 'UNI_smoke': 0.023255813953488372, 'UNI_great': 0.023255813953488372, 'UNI_bbq': 0.023255813953488372, 'UNI_burritos': 0.023255813953488372, 'UNI_plus': 0.023255813953488372, 'UNI_service': 0.023255813953488372, 'UNI_so-so': 0.023255813953488372, 'UNI_for': 0.023255813953488372, 'UNI_way': 0.023255813953488372, 'UNI_better': 0.046511627906976744, 'UNI_price': 0.023255813953488372, 'UNI_go': 0.023255813953488372, 'UNI_rosa': 0.023255813953488372, 'UNI_mesa': 0.023255813953488372, 'UNI_dr': 0.023255813953488372, 'UNI_university': 0.023255813953488372, 'UNI_they': 0.023255813953488372, 'UNI_best': 0.023255813953488372, 'UNI_mexican': 0.023255813953488372, 'UNI_i': 0.023255813953488372, 'UNI_ever': 0.023255813953488372, 'UNI_eaten': 0.023255813953488372}
negative  	{'Negative Emotion': 4.838709677419355, 'Positive Emotion': 2.4193548387096775, 'liwc:negative': 1, 'UNI_i': 0.024793388429752067, 'UNI_worst': 0.01652892561983471, 'UNI_dining': 0.008264462809917356, 'UNI_experience': 0.01652892561983471, 'UNI_ever': 0.01652892561983471, 'UNI_lamotte': 0.008264462809917356, 'UNI_they': 0.008264462809917356, 'UNI_claimed': 0.008264462809917356, 'UNI_short': 0.008264462809917356, 'UNI_staffed': 0.008264462809917356, 'UNI_reality': 0.008264462809917356, "UNI_n't": 0.008264462809917356, 'UNI_even': 0.01652892561983471, 'UNI_capable': 0.008264462809917356, 'UNI_functioning': 0.008264462809917356, 'UNI_restaurant': 0.008264462809917356, 'UNI_we': 0.01652892561983471, 'UNI_told': 0.01652892561983471, 'UNI_upfront': 0.008264462809917356, 'UNI_short-handed': 0.008264462809917356, 'UNI_fine': 0.008264462809917356, 'UNI_expected': 0.008264462809917356, 'UNI_slow': 0.008264462809917356, 'UNI_meal': 0.01652892561983471, 'UNI_things': 0.008264462809917356, 'UNI_however': 0.008264462809917356, 'UNI_went': 0.008264462809917356, 'UNI_bad': 0.008264462809917356, 'UNI_kidding': 0.008264462809917356, 'UNI_waited': 0.008264462809917356, 'UNI_hour': 0.008264462809917356, 'UNI_receive': 0.008264462809917356, 'UNI_overcooked': 0.008264462809917356, 'UNI_dried': 0.008264462809917356, 'UNI_luke-warm': 0.008264462809917356, 'UNI_crab': 0.008264462809917356, 'UNI_cakes': 0.008264462809917356, 'UNI_still': 0.008264462809917356, 'UNI_missing': 0.008264462809917356, 'UNI_half': 0.008264462809917356, 'UNI_sides': 0.01652892561983471, 'UNI_never': 0.008264462809917356, 'UNI_received': 0.008264462809917356, 'UNI_time': 0.01652892561983471, 'UNI_finished': 0.008264462809917356, 'UNI_hockey': 0.008264462809917356, 'UNI_pucks': 0.008264462809917356, 'UNI_the': 0.01652892561983471, 'UNI_get': 0.01652892561983471, 'UNI_looked': 0.01652892561983471, 'UNI_worse': 0.008264462809917356, 'UNI_dishes': 0.008264462809917356, 'UNI_taken': 0.008264462809917356, 'UNI_people': 0.008264462809917356, 'UNI_tables': 0.008264462809917356, 'UNI_after': 0.01652892561983471, 'UNI_eaten': 0.008264462809917356, 'UNI_thrown': 0.008264462809917356, 'UNI_better': 0.008264462809917356, 'UNI_looking': 0.008264462809917356, 'UNI_food': 0.008264462809917356, 'UNI_garnishes': 0.008264462809917356, 'UNI_plates': 0.008264462809917356, 'UNI_to': 0.008264462809917356, 'UNI_top': 0.008264462809917356, 'UNI_bill': 0.008264462809917356, 'UNI_almost': 0.008264462809917356, 'UNI_200': 0.008264462809917356, 'UNI_started': 0.008264462809917356, 'UNI_lunch': 0.008264462809917356, 'UNI_5': 0.008264462809917356, 'UNI_left': 0.01652892561983471, 'UNI_waitress/barmaid': 0.008264462809917356, 'UNI_nerve': 0.008264462809917356, 'UNI_act': 0.008264462809917356, 'UNI_perplexed': 0.008264462809917356, 'UNI_asked': 0.008264462809917356, 'UNI_talk': 0.008264462809917356, 'UNI_manager': 0.024793388429752067, 'UNI_wait': 0.008264462809917356, 'UNI_came': 0.008264462809917356, 'UNI_back': 0.008264462809917356, 'UNI_said': 0.008264462809917356, 'UNI_building': 0.008264462809917356, 'UNI_hunt': 0.008264462809917356, 'UNI_someone': 0.008264462809917356, 'UNI_authority': 0.008264462809917356, 'UNI_kindly': 0.008264462809917356, 'UNI_take': 0.008264462809917356, 'UNI_something': 0.008264462809917356, 'UNI_check': 0.008264462809917356, 'UNI_compensation': 0.008264462809917356, 'UNI_horrid': 0.008264462809917356, 'UNI_as': 0.008264462809917356, 'UNI_negotiating': 0.008264462809917356, 'UNI_least': 0.008264462809917356, 'UNI_2': 0.008264462809917356, 'UNI_couples': 0.008264462809917356, 'UNI_overheard': 0.008264462809917356, 'UNI_complaints': 0.008264462809917356, 'UNI_also': 0.008264462809917356, 'UNI_before': 0.008264462809917356, 'UNI_endure': 0.008264462809917356}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 4.166666666666667, 'liwc:positive': 1, 'UNI_a': 0.020833333333333332, 'UNI_multi': 0.020833333333333332, 'UNI_location': 0.020833333333333332, 'UNI_seafood': 0.020833333333333332, 'UNI_restaurant': 0.020833333333333332, 'UNI_columbia': 0.020833333333333332, 'UNI_sc': 0.020833333333333332, 'UNI_the': 0.08333333333333333, 'UNI_fish': 0.020833333333333332, 'UNI_arrives': 0.020833333333333332, 'UNI_fresh': 0.020833333333333332, 'UNI_everyday': 0.020833333333333332, 'UNI_good': 0.020833333333333332, 'UNI_quality': 0.020833333333333332, 'UNI_unfortunately': 0.020833333333333332, 'UNI_everything': 0.020833333333333332, 'UNI_hill': 0.020833333333333332, 'UNI_service': 0.020833333333333332, 'UNI_slow': 0.020833333333333332, 'UNI_inattentive': 0.020833333333333332, 'UNI_several': 0.020833333333333332, 'UNI_tables': 0.020833333333333332, 'UNI_get': 0.041666666666666664, 'UNI_napkins': 0.020833333333333332, 'UNI_silverware': 0.020833333333333332, 'UNI_sugar': 0.020833333333333332, 'UNI_etc': 0.020833333333333332, 'UNI_hush': 0.020833333333333332, 'UNI_puppies': 0.020833333333333332, 'UNI_tasteless': 0.020833333333333332, 'UNI_oil': 0.020833333333333332, 'UNI_sponge': 0.020833333333333332, 'UNI_lettuce': 0.020833333333333332, 'UNI_garden': 0.020833333333333332, 'UNI_salad': 0.020833333333333332, 'UNI_chopped': 0.020833333333333332, 'UNI_iceberg': 0.020833333333333332, 'UNI_served': 0.020833333333333332, 'UNI_one': 0.020833333333333332, 'UNI_crouton': 0.020833333333333332, 'UNI_if': 0.020833333333333332, 'UNI_hungry': 0.020833333333333332, 'UNI_better': 0.020833333333333332, 'UNI_options': 0.020833333333333332}
negative  	{'Negative Emotion': 1.36986301369863, 'Positive Emotion': 5.47945205479452, 'liwc:positive': 1, 'UNI_it': 0.0136986301369863, 'UNI_one': 0.0136986301369863, 'UNI_worst': 0.0136986301369863, 'UNI_experiences': 0.0136986301369863, 'UNI_i': 0.0958904109589041, 'UNI_ever': 0.0136986301369863, 'UNI_the': 0.0136986301369863, 'UNI_food': 0.0273972602739726, 'UNI_dried': 0.0136986301369863, 'UNI_tasted': 0.0136986301369863, 'UNI_days': 0.0136986301369863, 'UNI_old': 0.0136986301369863, 'UNI_wihle': 0.0136986301369863, 'UNI_fruit': 0.0136986301369863, 'UNI_contained': 0.0136986301369863, 'UNI_sand': 0.0136986301369863, 'UNI_hair': 0.0136986301369863, 'UNI_almost': 0.0136986301369863, 'UNI_barfed': 0.0136986301369863, 'UNI_tried': 0.0136986301369863, 'UNI_snow': 0.0136986301369863, 'UNI_crab': 0.0136986301369863, 'UNI_legs': 0.0136986301369863, 'UNI_their': 0.0136986301369863, 'UNI_terrible': 0.0136986301369863, 'UNI_service': 0.0273972602739726, 'UNI_completely': 0.0136986301369863, 'UNI_wasted': 0.0136986301369863, 'UNI_atmosphere': 0.0136986301369863, 'UNI_unoriginal': 0.0136986301369863, 'UNI_would': 0.0136986301369863, 'UNI_never': 0.0136986301369863, 'UNI_return': 0.0136986301369863, 'UNI_advise': 0.0136986301369863, 'UNI_others': 0.0136986301369863, 'UNI_personally': 0.0136986301369863, 'UNI_enjoy': 0.0136986301369863, 'UNI_china': 0.0273972602739726, 'UNI_buffet': 0.0547945205479452, 'UNI_restaurant': 0.0136986301369863, 'UNI_hudson': 0.0273972602739726, 'UNI_plaza': 0.0136986301369863, 'UNI_t.j.': 0.0136986301369863, 'UNI_maxx': 0.0136986301369863, 'UNI_also': 0.0136986301369863, 'UNI_dislike': 0.0136986301369863, 'UNI_dragon': 0.0273972602739726, 'UNI_king': 0.0273972602739726, 'UNI_buffet.the': 0.0136986301369863, 'UNI_provides': 0.0136986301369863, 'UNI_excellent': 0.0136986301369863, 'UNI_love': 0.0136986301369863, 'UNI_delicious': 0.0136986301369863, 'UNI_true': 0.0136986301369863, 'UNI_asian': 0.0136986301369863, 'UNI_western': 0.0136986301369863, 'UNI_delacacies': 0.0136986301369863, 'UNI_thumbs': 0.0136986301369863}
